FirstName,LastName,ADP_SF,Position,Y0_VORP,Y1_VORP,Y2_VORP,Y3_VORP,Y4_VORP,Y5_VORP,Y6_VORP,Y7_VORP,Y8_VORP,Y9_VORP,Y10_VORP,Y11_VORP,Y12_VORP,Y13_VORP,Y14_VORP,Y15_VORP,Y16_VORP,Y17_VORP,Y18_VORP,Y19_VORP,Y20_VORP
Isaiah,Likely,174.4,TE,0,0.164829913,0.097708169,0.099394922,0.053430795,0.025690444,0.081644703,0.089549841,0.163491513,0.064345664,0.032957353,0.026175168,0.015125818,0,0,0,0,0,0,0,0
Will,Dissly,,TE,0,0,0.024633605,0.071183589,0.074060013,0.023705276,0.006014414,0.012766991,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Darnold,239.7,QB,0,0.205884949,0.167704989,0.036550805,0.016997099,0.050960174,0.526300235,0,0.011048147,0,0.007378772,0,0,0,0,0,0,0,0,0,0
Colt,McCoy,287.9,QB,0,0.615003772,0.074855873,0.162480008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bailey,Zappe,252.5,QB,0,0.01947559,0.117967165,0.148846223,0.149176541,0.174620179,0.121284109,0.042279688,0.13610567,0.092730383,0.106972309,0.03279717,0.080737712,0.074915405,0.02104784,0.072130696,0.067634472,0.009824049,0,0,0
Will,Levis,127.3,QB,0,0.19548286,0.391737434,0.413833957,0.596340834,0.493063681,0.288988908,0.341910131,0.31460432,0.437682509,0.255671331,0.313455517,0.291991807,0.567544801,0.453745506,0.161754888,0.026075624,0.005534051,0,0.008277544,0.010550549
Taylor,Heinicke,279.2,QB,0,0.587632698,0.503852776,0.115594312,0.177982981,0.041364221,0.008707097,0.101797706,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,McFarland,,RB,0,0.111171134,0.170070235,0.092894526,0.043306223,0.038880535,0.00887211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,Taylor,,RB,0,0.110561171,0.181398353,0.073022686,0.052838294,0.030331756,0.013290407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonnu,Smith,,TE,0,0.025767806,0.088945728,0.116864639,0.04804341,0.008375339,0,0.014247308,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Schoonmaker,154,TE,0,0.034920337,0.053073248,0.010819946,0.023808925,0.035362429,0.053107974,0.018385045,0.009296755,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Ferguson,238.7,TE,0,0.02789349,0.053212385,0.038641472,0.015045177,0.043538835,0.091661605,0.039602949,0.019388362,0,0,0,0,0,0,0,0,0,0,0,0
Tucker,Kraft,234.8,TE,0,0.066859866,0.246710043,0.147463337,0.117542608,0.179924811,0.110406184,0.105354883,0.11085476,0.038913469,0.017901,0.022441965,0.012237769,0,0,0,0,0,0,0,0
Noah,Gray,289.9,TE,0,0.067210913,0.023811995,0.064993472,0.046900253,0.047337736,0.101416114,0.133332241,0.065440747,0.042317101,0,0,0,0,0,0,0,0,0,0,0
Hunter,Long,,TE,0,0.028139924,0.050751048,0.008616468,0.015992385,0.023609888,0.057730339,0.019688338,0.008137348,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Bellinger,245.7,TE,0,0.040387376,0.181683744,0.084048364,0.100176333,0.0720331,0.049262035,0.060185376,0.109563306,0.036040492,0.006788207,0.009691931,0.003267043,0,0,0,0,0,0,0,0
Durham,Smythe,,TE,0,0.034328059,0.10634329,0.049207892,0.015838509,0,0,0.00303238,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy,Tremble,,TE,0,0.087747956,0.125617328,0.093323718,0.074005699,0.039661823,0.052473834,0.058030912,0.097667864,0.033198037,0.009353074,0.015603947,0.0054525,0,0,0,0,0,0,0,0
Teagan,Quitoriano,,TE,0,0.081660124,0.128137105,0.14608934,0.155000995,0.040669036,0.082465761,0.043734827,0.06095205,0.019695987,0.005667277,0.011553714,0.005226792,0,0,0,0,0,0,0,0
Ko,Kieft,,TE,0,0.041090622,0.034737176,0.002060448,0.009560932,0.028599549,0.010777996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus,Mariota,,QB,0,0.339029601,0.15566706,0.007720958,0.001180812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gardner,Minshew,253.6,QB,0,0.093600475,0.024415858,0.034816188,0.016829812,0.220499137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler,Huntley,275.2,QB,0,0.204253033,0.279606345,0.38772878,0.142809799,0.059966278,0.21633892,0.0957276,0.021583903,0,0.025841267,0,0,0,0,0,0,0,0,0,0
Davis,Mills,,QB,0,0.213113406,0.306091818,0.60755048,0.332080909,0.333280791,0.357963554,0.180116766,0.164338346,0.152889627,0.049193628,0.017486411,0.027032377,0.034209719,0,0.043784208,0.010069423,0.002177409,0,0,0
Mike,White,246.1,QB,0,0.062072991,0.010268076,0.004920997,0.043444354,0.016803628,0.083576242,0.186617361,0.095487923,0.001667031,0.059509871,0,0,0,0,0,0,0,0,0,0
Andy,Dalton,,QB,0,0.026692659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stetson,Bennett,204.2,QB,0,0.019164222,0.161091031,0.276898488,0.174734226,0.019559599,0.123248809,0.055764196,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian,Hoyer,,QB,0,0.220421787,0.122181296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrod,Taylor,,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hendon,Hooker,164.9,QB,0,0.153420747,0.187440559,0.208644898,0.191138234,0.099238881,0.274864225,0.075565423,0.036169021,0,0.009360601,0,0.005961569,0,0,0,0,0,0,0,0
Quez,Watkins,,WR,0,0.1981408,0.210143305,0.279176629,0.225569949,0.220202826,0.175022885,0.062934717,0.065463953,0.004547902,0,0,0,0,0,0,0,0,0,0,0
Josh,Reynolds,,WR,0,0.045204666,0.01360116,0.071328243,0.034519731,0.006555093,0.053715504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle,Philips,279.7,WR,0,0.116051712,0.161270344,0.244473722,0.266114684,0.198990878,0.176471185,0.180986184,0.084940678,0.053975462,0.007603236,1.02E-04,0,0,0,0,0,0,0,0,0
Deonte,Harty,,WR,0,0.049325408,0.083626231,0.160186141,0.026476487,0.069094989,0.098715888,0.036600562,0.008932747,0,0,0,0,0,0,0,0,0,0,0,0
Greg,Dortch,263.8,WR,0,0.158895633,0.193099618,0.289959617,0.207090714,0.254490848,0.178420222,0.085149184,0.089739534,0.005420252,0,0,0,0,0,0,0,0,0,0,0
Dontayvion,Wicks,291.9,WR,0,0.225535081,0.361980263,0.39039567,0.538034526,0.512280934,0.342993752,0.551578827,0.319300208,0.197020045,0.125189172,0.093195839,0.012710659,0.069231094,0.078555066,0.066083091,0,0,0,0,0
Kalif,Raymond,,WR,0,0.069266403,0.017678334,0.02449502,0.033857731,0,0.09799092,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tutu,Atwell,,WR,0,0.079170941,0.150429364,0.201110893,0.294167591,0.175444894,0.20162726,0.125938126,0.133666818,0.056206891,0.001506596,0,0,0,0,0,0,0,0,0,0
Trenton,Irwin,,WR,0,0.01017692,0.021984925,0.009183862,0.011679797,0.004563402,0.001631714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jody,Fortson,,TE,0,0.030104249,0.122511447,0.06925423,0.019172343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin,Mims,140.4,WR,0,0.3222398,0.30406526,0.446679612,0.305540397,0.140445131,0.251295312,0.205502512,0.181533637,0.001842785,0,0,0,0,0,0,0,0,0,0,0
Harrison,Bryant,,TE,0,0.032999861,0.026592262,0.002112409,0.013084277,0.030028447,0.105921387,0.035498324,0.01051954,0,0,0,0,0,0,0,0,0,0,0,0
Peyton,Hendershot,,TE,0,0.062732612,0.014278254,0.060238924,0.052534754,0.03208329,0.058742883,0.059568777,0.024933746,0.011533112,0,0,0,0,0,0,0,0,0,0,0
Marquise,Goodwin,,WR,0,0.020475355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo,Alie-Cox,,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah,McKenzie,,WR,0,0.008368252,0,0.026913556,0.014173496,0,0.073647692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Oliver,,TE,0,0,0.002177128,0.061432938,0.005999359,0.039741758,0.008737122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre'Quan,Smith,,WR,0,0.00481153,0.011779483,0.004967104,0.006068578,0.002498908,8.68E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor,Heyward,,TE,0,0.063917734,0.046290532,8.51E-04,0,0.032552818,0.187938674,0.061945211,0.007755755,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Saubert,,TE,0,0.073229147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randall,Cobb,,WR,0,0.021713305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenton,Strange,262.4,TE,0,0.029211724,0.19206288,0.098612686,0.069292426,0.131369498,0.050351519,0.05469299,0.096684538,0.102221158,0.071421958,0.002856915,0,0,0,0,0,0,0,0,0
CJ,Uzomah,,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent,Sherfield,,WR,0,0.009693008,0.027882273,0.009409583,0.006191996,0.005026184,0.001729073,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach,Pascal,,WR,0,0,0,0.007489565,0.004147649,0,0.030739556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KhaDarel,Hodge,,WR,0,0,0,0.007733655,0.009726365,0,0.068873714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalin,Hyatt,141.1,WR,0,0.147128813,0.298974562,0.25315743,0.610243335,0.447819298,0.34914897,0.606717904,0.370771037,0.167745595,0.1809596,0.115245585,0,0.075116137,0.116725242,0.065184519,0,0,0,0,0
Jalen,Tolbert,,WR,0,0.034278467,0.057973769,0.114544468,0.137634111,0.089239672,0.090816176,0.079634634,0.047116503,0.030682711,0,0,0,0,0,0,0,0,0,0,0
Laviska,Shenault,285.6,WR,0,0.068834407,0.093982842,0.164949743,0.150897618,0.114948431,0.063889563,0.045972423,0.051767437,7.18E-04,0,0,0,0,0,0,0,0,0,0,0
Parker,Washington,270.4,WR,0,0.227498666,0.239440071,0.307182071,0.259402229,0.093488144,0.231277471,0.192781979,0.173322919,0,0,0,0,0,0,0,0,0,0,0,0
Trevon,Wesco,,TE,0,0.008910035,0.053391062,0.034040405,0.0041001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin,Austin,287.2,WR,0,0.02288731,0.046320941,0.120421034,0.147154745,0.065624786,0.1364618,0.099805825,0.080461031,0.051295008,0,0,0,0,0,0,0,0,0,0,0
Ian,Thomas,,TE,0,6.65E-04,0.008391004,0.034242695,0.036873092,0.003651479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samori,Toure,,WR,0,0.032693417,0.080868424,0.119516894,0.070584953,0.076548578,0.034663431,0.034148323,0.040888764,0,0,0,0,0,0,0,0,0,0,0,0
Dyami,Brown,,WR,0,0.035187784,0.102614959,0.095506243,0.165680462,0.108824408,0.110146284,0.068921236,0.049791442,0.028586525,0,0,0,0,0,0,0,0,0,0,0
Equanimeous,St Brown,,WR,0,0.02943841,0.009168719,0.039773154,0.029967019,0.05254503,0.01287143,0.010025907,0.015943301,0,0,0,0,0,0,0,0,0,0,0,0
Sean,Clifford,,QB,0,0.145478366,0.221817036,0.49586783,0.287090781,0.314053038,0.249899954,0.280548739,0.177549608,0.146103317,0.008570691,6.85E-04,0,2.21E-04,0,0,0,0,0,0,0
Olamide,Zaccheaus,,WR,0,0.023237098,0.002115213,0.104419438,0.046569621,0.058668002,0.013085082,0.009420227,0.015426123,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Powell,,WR,0,0.007888869,0,0.001625983,0.002046752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puka,Nacua,209.2,WR,0,0.089118653,0.1674776,0.200426229,0.313995917,0.285470999,0.188727574,0.31775631,0.198003845,0.106970953,0.076213863,0.084580992,0.006851507,0.031517925,0.058154682,0.023523481,0,0,0,0,0
Brock,Wright,,TE,0,0.018598776,0.019249588,0.022385649,0.001012744,0.011473724,0.042261137,0.008763382,0,0,0,0,0,0,0,0,0,0,0,0,0
Dee,Eskridge,,WR,0,0.019996554,0.003596473,0.111235806,0.043496274,0.054431297,0.010236521,0.007210204,0.01200838,0,0,0,0,0,0,0,0,0,0,0,0
Boston,Scott,,RB,0,0.014910128,0.011054891,0.006806622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch,Trubisky,,QB,0,0,0.001812483,0.013531935,0,0,0.014990262,0.102999924,0.015286188,0,0,0,0,0,0,0,0,0,0,0,0
Colby,Parkinson,,TE,0,0.003841678,0.014105094,0.026190169,2.36E-04,7.62E-04,0.025364839,0.005139841,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedrick,Wilson,,WR,0,6.61E-04,0.010983773,0.011425772,0.00664126,0.006106487,0.002143335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Akins,,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darnell,Washington,194.9,TE,0,0,0.040796912,0.054708191,0.019961285,0.179745054,0.012112829,0.018443523,0,0.113050692,0.113803092,0,0,0,0,0,0,0,0,0,0
Justin,Watson,,WR,0,0.006696679,0.019022392,4.53E-04,0.001512012,2.31E-04,7.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrion,Davis-Price,,RB,0,0.133565381,0.229714681,0.201069415,0.306286737,0.230409548,0.101888296,0.015093462,0.00182942,0,0,0,0,0,0,0,0,0,0,0,0
Devin,Duvernay,,WR,0,0.013120707,0.002282613,0.062927949,0.01973457,0.010564656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam,Trautman,,TE,0,0,0,0.046181019,0.027773783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJ,Walker,,QB,0,0.015175715,0,0,0.027152647,0,0.018573946,0.001991966,0.016504332,7.78E-04,0.016173033,0,0,0,0,0,0,0,0,0,0
Chris,Evans,,RB,0,0.093477127,0.064084463,0.048292142,0.056239314,0.005888766,0.010833102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cedric,Tillman,176,WR,0,0.053728263,0.118226027,0.137924775,0.104614895,0.062393988,0.073945276,0.00506719,0.04675119,0.001158464,1.02E-04,0,0,0,0,0,0,0,0,0,0
Kevin,Rader,,TE,0,0.001460476,0.071494733,0.030872952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Bates,,TE,0,0.015878109,0.01916405,0.012449129,0,0.014148059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Tonyan,,TE,0,0.07861017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunner,Olszewski,,WR,0,0.030799414,0.008868013,0.076572236,0.029848597,0.051167135,0.009208381,0.005096164,0.01084667,0,0,0,0,0,0,0,0,0,0,0,0
KaVontae,Turpin,,WR,0,0.018392577,0.043855779,0.058354623,0.024015105,0.029673386,0.010081811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Agholor,,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Zylstra,,TE,0,0,0.005297769,0.029949488,0.033790325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will,Mallory,,TE,0,0.031449206,0.00311161,0.031604204,0.0438981,0.001500553,0.021141898,0.037393932,0.010024821,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Reynolds,,RB,0,0.001302772,0.036038465,0.003171918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justice,Hill,,RB,0,0.079078817,0.075052542,0.063768168,0.044276471,0.01709006,0.010235856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velus,Jones,,WR,0,0.017493742,0.001565598,0.098068548,0.038362924,0.04708285,0.005232771,0.001884464,0.006324562,0,0,0,0,0,0,0,0,0,0,0,0
Ray-Ray,McCloud,,WR,0,0.027019808,0.005337656,0.100346065,0.030250232,0.052754087,0.009350553,0.002195254,0.007211094,0,0,0,0,0,0,0,0,0,0,0,0
Josiah,Deguara,,TE,0,0,0,0.042514897,0.058225972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penny,Hart,,WR,0,0.021040204,0.036478733,0.032797619,0.012030603,0.015524488,0.005189289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julius,Chestnut,,RB,0,0.127525011,0.208534491,0.169383993,0.286319065,0.211302556,0.083894284,0.021165024,0.002630418,0,0,0,0,0,0,0,0,0,0,0,0
Cameron,Latu,278.4,TE,0,0.00482659,0.096628348,0.060814569,0.067760654,0.003723874,0.017654523,0.006102564,0.03594911,0.002625309,0,3.67E-04,0,0,0,0,0,0,0,0,0
Tre',McKitty,,TE,0,0.020708356,0.025104185,0.009420902,0.001023012,0,0.046885044,0.003859367,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty'Son,Williams,,RB,0,0.052358806,0.035485894,3.94E-04,0.016728721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Jones,243.7,WR,0,0.012457638,0.055147426,0.107565558,0.074862225,0.070587314,0.020901938,0.046084811,0.043257187,0,0,0,0,0,0,0,0,0,0,0,0
Drew,Sample,,TE,0,1.31E-04,0.003503586,0.034807101,0.018283427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny,Mundt,,TE,0,0.06387446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brycen,Hopkins,,TE,0,0,0,0.039307958,0,0.023647845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin,Shorter,269.9,WR,0,0.050136353,0.100053055,0.113437366,0.071060297,0.043403692,0.051421538,0.001143757,0.030875554,6.51E-05,0,0,0,0,0,0,0,0,0,0,0
Blaine,Gabbert,,QB,0,0,0,0,0.003535257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tre,Tucker,290.3,WR,0,0.028308395,0.146435733,0.145767362,0.304927101,0.246974864,0.181156533,0.277955532,0.162678564,0.093595991,0.092226209,0.075145371,0.003680364,0.0303381,0.079775019,0.015025688,0,0,0,0,0
Zach,Evans,165.6,RB,0,0.268723887,0.181100944,0.163668113,0.274897048,0.184631086,0.069185076,0.044174899,0.016506434,0.009499773,0.007622459,0.01766286,0,0.005141713,0,0,0,0,0,0,0
Deven,Thompkins,,WR,0,0.023963397,0.025575054,0.04633411,0.067655065,0.010075612,0.027429799,0.01331579,0.04401522,4.12E-04,0,0,0,0,0,0,0,0,0,0,0
Larry,Rountree,,RB,0,0.032166559,0.104265859,0.071877494,0.0440857,0.016803886,0.041819165,0.012454342,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,Ezukanma,,WR,0,0.02592115,0.086171111,0.083636239,0.087422991,0.049956323,0.072102604,0.013330994,0.029873442,0.001118219,0,0,0,0,0,0,0,0,0,0,0
Easton,Stick,,QB,0,0.062999799,0.115797536,0.016049966,0.045729079,0.007656489,0.041092189,0,0.043450401,0,0.069469493,0,0,0,0,0,0,0,0,0,0
KJ,Hamler,,WR,0,0.007928696,0.03187473,0.088897118,0.10401737,0.054154033,0.090625021,0.062053386,0.052449069,0.041409261,0,0,0,0,0,0,0,0,0,0,0
Dareke,Young,,WR,0,0.011174841,0.045341352,0.045560247,0.084763797,0.055462229,0.065215329,0.045383395,0.028783131,0.025913713,0,0,0,0,0,0,0,0,0,0,0
Richie,James,283.9,WR,0,0.007013988,0,0,0.001559118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen,Reagor,,WR,0,0.01407178,0.052574493,0.098041111,0.102909448,0.088428833,0.064808946,0.050126131,0.038981434,0.030691748,0,0,0,0,0,0,0,0,0,0,0
Drew,Lock,,QB,0,0.181396312,0.058855843,0.196829119,0.083550425,0.328534014,0.118881294,0,0,0.018313616,0.012988115,0.012498493,0,0,0,0,0,0,0,0,0
Chris,Manhertz,,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor,Siemian,,QB,0,0.163761372,0.338022126,0.023615207,0.490527708,0.66301344,0.696929124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip,Dorsett,,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Troy,Hairston,,RB,0,0.023472547,0.147528056,0.066840155,0.023168489,0.010195672,0.029001458,0.013083774,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick,Mullens,,QB,0,0.048290471,0.002773475,0,0.053972027,0.010561824,0.026569872,0,0.028240593,0,0.039754064,0,0,0,0,0,0,0,0,0,0
Dan,Arnold,,TE,0,0.132538245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Kolar,,TE,0,0.013137549,0.007992337,0.008779946,0,0,0.017229079,0.001311886,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan,Hull,220.4,RB,0,0.099443375,0.168970051,0.135948154,0.224563605,0.180406967,0.081749279,0.003767268,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Whyle,,TE,0,0.026166531,0,0.037129752,0.052982944,0,0.017417867,0.02082545,0.003558674,0,0,0,0,0,0,0,0,0,0,0,0
Tim,Jones,,WR,0,0.011321916,0.064972477,0.098092351,0.07464784,0.078221934,0.028524288,0.034693653,0.04235924,0,0,0,0,0,0,0,0,0,0,0,0
Kayshon,Boutte,191.6,WR,0,0.04866166,0.146590041,0.228851899,0.143076577,0.030818778,0.165236865,0.127219952,0.109406169,0.024971421,0.005290676,0,0,0,0,0,0,0,0,0,0
Britain,Covey,,WR,0,0.015842772,0.001678487,0.10294439,0.030908607,0.047836523,0.002008277,0,0.002345245,0,0,0,0,0,0,0,0,0,0,0,0
Dare,Ogunbowale,,RB,0,0.037543044,0.001006416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shi,Smith,,WR,0,0.008793645,0.059214961,0.111720923,0.084807395,0.075815862,0.021170557,0.055289023,0.051840482,0,0,0,0,0,0,0,0,0,0,0,0
CJ,Beathard,,QB,0,0.022116972,0.068504582,0.012180754,0,0.005907511,0.010484732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrett,Stidham,,QB,0,0.228918637,0.108376538,0.066287329,0.056174007,0.360031349,0.056044597,0,0,0.061100959,0.033587785,0.035170088,0,0,0,0,0,0,0,0,0
Dax,Milne,,WR,0,0.007239802,0.034082871,0.05931157,0.089948924,0.051380701,0.077153752,0.05133657,0.036880613,0.029360418,0,0,0,0,0,0,0,0,0,0,0
Chase,Allen,,TE,0,0.0041543,0.015495796,0.008690115,0,0.0057124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Bell,,WR,0,0.0570246,0.114760823,0.143858916,0.159840249,0.101302697,0.097260272,0.09372169,0.056139465,0.063762917,0.039783357,0.032636459,0.002702628,0.013013289,0.043338782,0.004780346,0,0,0,0,0
Denzel,Mims,,WR,0,0.009654683,0.00565574,0.030666528,0.013495024,0.006341751,2.04E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,Mason,295,RB,0,0.015281916,0.071345808,0.057210218,0.030443147,0.010314019,0.034975316,0.010388125,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua,Dobbs,,QB,0,0.048672855,0.007695888,0.034179609,0.002854194,0,0.071657309,0.13756326,0.08510151,0.004148163,0.060430716,0,0,0,0,0,0,0,0,0,0
Noah,Brown,,WR,0,2.44E-04,0.007615672,0.001579499,0.001242748,5.74E-04,1.88E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler,Badie,,RB,0,0.023912397,0.068444178,0.088196382,0.04904973,0.003547189,0.013586434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen,Guyton,,WR,0,0.016618778,0.001371838,0.076477172,0.030112175,0.036512505,0.001394583,0,0.001706588,0,0,0,0,0,0,0,0,0,0,0,0
Devin,Asiasi,,TE,0,0.003503264,0.003436952,0.007419335,0,0.014138348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Gray,,WR,0,0.008940258,0.033596986,0.057360653,0.088430757,0.055648167,0.074808962,0.048683545,0.034106363,0.027488213,0,0,0,0,0,0,0,0,0,0,0
Cooper,Rush,,QB,0,0.072024456,0.208864626,0.01387135,0,0.004734172,0.009546217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,Abanikanda,166.9,RB,0,0.082824128,0.38908575,0.116636654,0.254869327,0,0.153627691,0.003361936,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Gray,206.6,RB,0,0.04938681,0.081410887,0.107246806,0.058415847,0.010150429,0.018401196,1.08E-04,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach,Wilson,241,QB,0,0.537954708,0.932571226,1.000851844,1.015516965,0.971846536,0.490060423,0.618892963,0.687542594,0.965418373,0.647820366,0.810072525,0.481947964,0.775083773,0.527060522,0.284414811,0,0,0,0,0
Spencer,Brown,,RB,0,0.026127917,0.115456064,0.063667856,0.027977423,0.010399132,0.041810548,0.012789388,0,0,0,0,0,0,0,0,0,0,0,0,0
Jameis,Winston,,QB,0,0.052344607,0.089740965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Barkley,,QB,0,0.003409716,7.00E-04,2.14E-05,0.005512478,0.018421031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eno,Benjamin,,RB,0,0.016235271,0.070721825,0.054851412,0.037991735,0.013823976,0.035931023,0.011066923,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Mitchell,,TE,0,0.026572009,0,0.026198271,0.033195398,0,0.010107319,0.041463403,0.006297044,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy,Ruckert,,TE,0,0.002229741,0.111440958,0.050628004,0.055445259,0.070018919,0.014378116,0.008017857,0.034647905,0,0,0,0,0,0,0,0,0,0,0,0
Scotty,Miller,,WR,0,0.011570602,0.005620863,0.087408803,0.022819208,0.035771363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashton,Dulin,,WR,0,0.016111031,0.001293239,0.072024509,0.028431397,0.036268336,6.71E-04,0,8.21E-04,0,0,0,0,0,0,0,0,0,0,0,0
DeWayne,McBride,187.4,RB,0,0.264226215,0.154252811,0.16707457,0.214199733,0.170178723,0.080924416,0.057744071,0.019537075,0.008760126,0.004707842,0.018419346,0,0.003724534,0,0,0,0,0,0,0
Payne,Durham,,TE,0,0.0011296,0.103768866,0.035947968,0.059753278,0.07708567,0.015597266,0.005832919,0.026548128,0,0,0,0,0,0,0,0,0,0,0,0
Salvon,Ahmed,,RB,0,0.022790396,0.095254899,0.052418718,0.026329514,0.006055202,0.039324803,0.009145699,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,Turner,,TE,0,9.51E-04,0.086421596,0.046801596,0.061827578,0,0.016124955,0.002163393,0.024839777,0,0,0,0,0,0,0,0,0,0,0,0
Nate,McCrary,,RB,0,0.013689968,0.057611858,0.054449457,0.028385654,0.007093503,0.035827486,0.010064897,0,0,0,0,0,0,0,0,0,0,0,0,0
Zander,Horvath,,RB,0,0.018133543,0.116278427,0.043054829,0.007949785,0.002932853,0.015131575,0.013397732,0,0,0,0,0,0,0,0,0,0,0,0,0
